Permittee,Site Name,Site Address,MCD,County,FID,FIN,Permit,DNR Region,Status
"Biehl Excavating, Inc.-Bantle Pit",Bantle Pit,W4401 Co Hwy X,WAGNER - T,Marinette,438024620,29220,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"Biehl Excavating, Inc.-Schwabe Pit",Schwabe Pit,Little River Road,LITTLE RIVER - T,Oconto,443019170,29222,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Bill Harless-Liberty Pole Pit,Liberty Pole Pit,STH 86/27; Sec.19 T12N R4W,FRANKLIN - T,Vernon,663017630,21274,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Bilsies Limestone and Gravel,Bilsies Limestone and Gravel Bilsie Quarry,10173 Blue Valley Road,MOUNT HOREB - V,Dane,113323650,3014,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Bindl Bauer Limestone of Spring Green,Bindl Bauer Limestone of Spring Green 154 Quarry,"E3677 STH 154, Hillpoint, WI",WASHINGTON - T,Sauk,157124770,65830,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Bindl Bauer Limestone of Spring Green Inc,Highway 61 Bindl Pit,SE SW SEC21 T9N R3W,SCOTT - T,Crawford,612022070,60185,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Bindl LS Products Inc,Bindl LS Products Inc CTH B Quarry,"E3843 County Rd B, Spring Green, WI",BEAR CREEK - T,Sauk,157057890,19367,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
"Bindl LS Products, Inc - Willow Quarry",Willow Quarry,SW NE SEC 36 T11N R2E,WILLOW - T,Richland,153001200,19369,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
"Bindl LS Products, Inc. - Shannon Quarry",Shannon Quarry,NE SE SEC 31 T10N R1W,DAYTON - T,Richland,153000980,19363,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Bissen Real Estate LLC,Bissen Real Estate LLC,934 Shiloh Road,STURGEON BAY - C,Door,415005250,3107,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Bjoin Limestone Inc,Bjoin Limestone Inc Schwarzenberger Quarry Balls Mills,"Balls Mill Rd, Monroe, WI",SYLVESTER - T,Green,123000790,17923,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Bjoin Limestone Inc,Bjoin Limestone Inc Schwarzenberger Quarry Richland Rd,"Richland Rd, Monroe WI (Jefferson Township)",JEFFERSON - T,Green,128057600,22490,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Bjoin Limestone Inc,Bjoin Limestone Inc Clark Quarry,"N517 Haddinger Rd, Monroe, WI",CLARNO - T,Green,,68188,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Bjoin Limestone Inc,Bjoin Limestone Inc Voegeli Quarry,"N7422 State Hwy 69, New Glarus, WI",NEW GLARUS - T,Green,,68191,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Bjoin Limestone Inc Pit 1,Bjoin Limestone Inc Pit 1,7308 W State Road 11; STH 11 & CTH H,CENTER - T,Rock,399062400,3054,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Black Rock Ready Mix,Black Rock Ready Mix Hard Rock Quarry,Lincoln Drive SEQ Sec 24 T30N R5E,HAMBURG - T,Marathon,737237490,48721,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Blake Bocek,Blake Bocek Pit,N5261 CTH O,ATLANTA - T,Rusk,855007890,42844,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bob Ewers Site,Bob Ewers Contracting LLC,205 Lola Lane,LONE ROCK - V,Richland,153034640,53548,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Bob Olson & Co,Bob Olson & Co,SW NE Sec 36 T49N R5W,WASHBURN - C,Bayfield,,58733,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bohn Trucking & Excavating Inc,Pies Pit,SE SW 01 22N 06E,GRAND RAPIDS - T,Wood,764104770,65526,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Bohn Trucking &Exc., Inc-Church Ave. Pit",Church Avenue Pit,"SW1/4, NW 1/4, Sec. 9, T21N, R06E",SARATOGA - T,Wood,772092970,22582,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Bohn Trucking&Excavating,Inc-64th St.Pit",64th Street Pit,"SE 1/4,SW1/4, Sec. 13, T22N, R06E",GRAND RAPIDS - T,Wood,772091320,22580,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Bolder Point LLC,Bolder Point LLC,South of HWY 13,RUSSELL - T,Bayfield,,62006,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bone Lake Town of,Town of Bone Lake Pit,NE NW Sec10 T36N R16W,BONE LAKE - T,Polk,,58784,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Boss Family, LLC",Boss Gravel Pit,"5206 WI- 89, Delavan WI 53115",RICHMOND - T,Walworth,265177990,47498,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
Boulanger Construction Co Inc,Scray Hill Quarry,Tower Road,LEDGEVIEW - T,Brown,,28328,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Boulanger Construction Co Inc.,Boulanger Stangelville Quarry,N1451 County AB,WEST KEWAUNEE - T,Kewaunee,,28327,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Bowman Island City Dray Inc,CTH D Pit,"SE NW & NE SW of Section 34, T41N, R5E, Lac du Flambeau",LAC DU FLAMBEAU - T,Vilas,,40004,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bowman Island City Dray Inc,Catawba Top Soil Field,"T35N,R1W, Sec. 6",CATAWBA - T,Price,,39829,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bowman Island City Dray Inc,Clear Lake Pit,"SW SW Sec 26 & NW NW Sec 35, T40N, R4E, Lac du Flambeau",LAC DU FLAMBEAU - T,Vilas,,40005,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bowman Island City Dray Inc,Faulkner's Field,"NE/NE and SE/NE of T40N, R6E, Section 33",ARBOR VITAE - T,Vilas,,42366,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bowman Island City Dray Inc,Howard's Field,"NW/SW of T40N, R6E, Section 34",ARBOR VITAE - T,Vilas,,42365,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bowman Island City Dray Inc,Kassian Pit,"SW/SW of T42N, R7E, Section 10",-,Vilas,,42367,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bowman Island City Dray Inc,Marion Lake Pit,"NW/SW of T39N, R5E, Section 11",MINOCQUA - T,Oneida,,42364,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
"Bradley Doine - Diggin ""D"" Acres",Diggin D Acres,"SE 1/4, NE 1/4, Sec. 11, T25N, R03E",MARSHFIELD - T,Wood,772070310,22574,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Brandon Fraaza,Neil Stadler Pit,181019 County Road Z,PLOVER - T,Marathon,737252340,69161,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Breitview Dairy Farm,Breitview Dairy Farm,7494 Co Rd D,AHNAPEE - T,Kewaunee,431000460,16299,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Bridge Creek Town of,Town of Bridge Creek Pit,NW NE Sec 32 T26N R6W,BRIDGE CREEK - T,Eau Claire,618111450,59695,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Briggs Bulldozing Co LLC,Briggs,"1276 HWY 8, NE NE Sec. 30 T 36N R11E",MONICO - T,Oneida,,60400,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Briggs Bulldozing Co LLC,Dettman Pit,Hwy 45 & Popple Ln,ELCHO - T,Langlade,,9406,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Bronco Billy's Quarry,Bronco Billy's Quarry,CTH S between Rout 56 and 131,LIBERTY - T,Vernon,663017190,21267,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Bronco Billy's Sand Pit,Bronco Billy's Sand Pit,CTH S between Route 56 and 131,LIBERTY - T,Vernon,663017300,21268,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Buechel Stone Corp Buechel Quarry,Buechel Quarry aka Chilton Base Operations,W3639 HWY H,CHILTON - C,Calumet,408000560,2852,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Buechel Stone Corp Chilton Quarry North,Chilton Quarry - North Extension,W3540 CTH H (driveway off Paradise Rd),BROTHERTOWN - T,Calumet,408016180,42312,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Buechel Stone Corp Fond du Lac Quarry,Buechel Stone Corporation Fond du Lac Quarry,N4399 WI-175,BYRON - T,Fond Du Lac,420001010,2851,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Buechel Stone Corp Oakfield Operations,Buechel Stone Corp Oakfield Operations,NW corner Breakneck and Highland Road,OAKFIELD - T,Fond Du Lac,420002000,2853,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Buechel Stone Corp Oakfield Quarry,Buechel Stone Corp Oakfield Quarry,SW Corner of Breakneck and Highland Roads,OAKFIELD - T,Fond Du Lac,420026530,16377,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Buechel Stone Corp Sable Pit,Sable Pit Operations,Intersection of W Jefferson and N Columbus Road,CHILTON - C,Calumet,408000450,2850,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Bugbee Sand Pit,Bugbee Sand Pit,S1802A Bugbee Hollow Rd,HILLSBORO - T,Vernon,663057120,47630,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Burnell E. Utecht,Burnell E. Utecht,"T30N, R7E, S33 SW1/4-NW1/4",MAINE - T,Marathon,737067650,16051,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Burnett County Highway Department,Peterson Pit,Rice Lake & Whispering Pines Road,TRADE LAKE - T,Burnett,,33109,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Burnett County Highway Department,Ski Slide Pit,State Road 35 & Godfrey Lake Road,SIREN - T,Burnett,,3133,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Burnett County Highway Department,Stewart Pit,Cutler Road & County Highway F,UNION - T,Burnett,,33110,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Burzynski Raymond Gravel Site,Burzynski Pit,"N 16161 Fernwall Ave, Sec 8 T29N R4W",THORP - T,Clark,610079580,49994,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Butterfield Inc,Butterfield pit,14346 W STH77,HAYWARD - C,Sawyer,,59170,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
C Lee Dechamps,Dechamps Site,3830 N New Franken Road,GREEN BAY - T,Brown,,63035,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
C Roffers Properties,C Roffers Poperties Exchange Yard,Hwy 54 and CTH GE,HOBART - V,Brown,,67255,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"C&C Landscaping, Inc. - Pit",C & C Landscaping Pit,"Sec 8, T12N, R 4W",VIROQUA - T,Vernon,663004430,19385,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
C+W Trucking Company of Bayfield Inc.,C+W Trucking Company of Bayfield Inc.,W SE NW SEC15 T50N R4,BAYFIELD - T,Bayfield,804078660,59731,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
CAM Construction Co Inc Hancock Pit,CAM Construction Co Inc Hancock Pit,N3194 4th Avenue Hancock,HANCOCK - T,Waushara,470013390,19040,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
CMJM Properties,Fleet Farm Fill Pile,"3165 Old Town Hall Rd, Eau Claire",EAU CLAIRE - C,Eau Claire,618115960,71400,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"COLLINS, RON & KATHY",Collins Site,"N1/2 of SE1/4, Sec. 2 T23N R04E",HANSEN - T,Wood,772109360,22588,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
CPR Construction,Sand Rd Pit,Sand Road,SHELL LAKE - C,Washburn,399100570,53349,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
CR Bryan & Sons-Pit,CR Bryan & Sons - Sand Pit,E4190 Cty Rd P,MENOMONIE - T,Dunn,617004410,21248,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Cable Town of,Town of Cable Pit,SW SE Sec 22 T43N R7W,CABLE - T,Bayfield,,50764,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Calnin & Goss Inc Kelly Pit,Kelly Pit,Julius Drive,GREENVILLE - T,Outagamie,445064950,25156,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Calnin & Goss Inc Vogel Pit,Vogel Pit,T21N R17E Sec10,GRAND CHUTE - T,Outagamie,445065170,25157,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"Calnin & Goss, Inc.",Brucks Pit,"WI-76, driveway just south of 8718 WI-76",CLAYTON - T,Winnebago,471159700,25158,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
"Calnin & Goss, Inc. - Grunwalds Pit",Grunwald's,US-45,CALEDONIA - T,Waupaca,,25154,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Calvin Preuss,Preuss Sand Pit,Roland Road,HELVETIA - T,Waupaca,,59319,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Capitol Sand & Gravel Co. Inc.,Wyocena Pit,Town of Wyocena,WYOCENA - T,Columbia,111030260,22603,A046515 - Nonmetallic Mining Operations - Non-IS,SC,6 - PERMIT COVERAGE GRANTED
Carew Concrete & Supply Co E Waldschmidt Pit,Carew Concrete & Supply Co E Waldschmidt Pit,N3152 Co Rd W,EDEN - T,Fond Du Lac,,33990,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete & Supply Co Inc Freedom,Freedom Quarry,W2297 Center Valley Rd (1/2 mile west of hwy 55),FREEDOM - T,Outagamie,445131280,8384,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete & Supply Co Inc Algoma Pit,Carew Concrete & Supply Co Inc Algoma Pit,5737 WI-54,ALGOMA - C,Kewaunee,431054030,8160,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete & Supply Co Inc County J,CAREW CONCRETE & SUPPLY CO INC COUNTY J,5723 County J,BUENA VISTA - T,Portage,750097150,8385,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Carew Concrete & Supply Co Inc Hielke Site,Carew Concrete & Supply Co Inc Hielke Site,"W12250 Reeds Corners Road, Ripon",METOMEN - T,Fond Du Lac,,28975,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete & Supply Co Inc-Crystal L Pit,Crystal Lake Pit,E1846 Crystal Lake Rd,DAYTON - T,Waupaca,469001830,11500,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete & Supply Co Inc-Waupun Quarry,Waupun Quarry,N2755 WI-49,ALTO - T,Fond Du Lac,320001220,14577,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete & Supply Co P Waldschmidt Pit,P Waldschmidt Pit,W3059 Co Rd F,EDEN - T,Fond Du Lac,420042810,33991,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete and Supply Co Inc,Rock Road Quarry,W5555 Rock Rd (3/10 of mile W of Hwy A & Rock Rd),CENTER - T,Outagamie,445131610,8381,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete and Supply Co Inc,Maribel Pit,14511 County Road Z,COOPERSTOWN - T,Manitowoc,,67737,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete and Supply Co Inc Brussels,Carew Concrete and Supply Co Inc Brussels Quarry,9361 Co Rd D,BRUSSELS - T,Door,,22477,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carew Concrete and Supply Co Inc Scandinavia,Carew Concrete and Supply Co Inc Scandinavia Sand Pit,Weimann Road,SCANDINAVIA - T,Waupaca,469017450,22476,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carl & Jane Dostal,Dostal 80,SWQ S4 T17N R6E,-,Adams,701034290,45577,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Carl Krause,Lietzke road pit,E9302 Magloski Ln,CALEDONIA - T,Waupaca,,25510,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carl Krause-Krause Pit,Krause Pit,"NW1/4, Section 13, T21N, R14E",CALEDONIA - T,Waupaca,,30102,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carlton Wieckert,Wieckert Pit,9510 Manu Road,WINCHESTER - T,Winnebago,471176200,34888,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Carmeuse Lime Inc,Carmeuse Lime & Stone Inc,4110 Rockwood Rd,MANITOWOC - C,Manitowoc,436034390,3584,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Casco Sand & Gravel Co LLC,Lother Pit,Sugar Lane,CASCO - T,Kewaunee,,29859,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Casco Sand and Gravel Co LLC,Casco Pit,E3160 County T,CASCO - T,Kewaunee,431000240,16296,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Casco Sand and Gravel Co LLC,Luxemburg Pit,2201 Rockledge Road (driveway off Zimmer Ln),LUXEMBURG - T,Kewaunee,,16295,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Casey Excavating,Kuhnke Pit,N3530 Behnke Road,MUKWA - T,Waupaca,,40727,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Cecil Sand & Gravel - Gumieny Wahl Rd Pit,Gumieny,"Wahl Rd, just South of Olson Rd",GREEN VALLEY - T,Shawano,,25218,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Cedar Lake Sand & Gravel,Ullman Pit,E2894 Prairie Ln,CASCO - T,Kewaunee,,33831,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Cedar Lake Sand & Gravel Co.,CEDAR LAKE SAND & GRAVEL CO,5189 Aurora Rd.,HARTFORD - C,Washington,267009380,2881,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
"Cedar Lake Sand & Gravel, Inc. Div Rd.",Division Road Facility,5995 Division Road,GLENBEULAH - V,Sheboygan,460113940,28822,A046515 - Nonmetallic Mining Operations - Non-IS,SE,6 - PERMIT COVERAGE GRANTED
Cemstone Pit # 1 - Tammec Site # 1,Tammec Site # 160,"S 1/2 of NW 1/4, Sec. 15, T30N, R18W",RICHMOND - T,St. Croix,656055180,22519,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Cemstone Pit - New Richmond Pit # 2,New Richmond Pit # 2,"NE 1/2 of NW 1/4, Sec. 21, T30N, R18W",RICHMOND - T,St. Croix,656055290,22520,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Cemstone Ready Mix,Hanson pit,1201 19th Str,Cameron - C,Barron,,47923,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Cemstone Ready Mix Inc,Turtle Lake Pit,153 150th Street,TURTLE LAKE - V,Barron,603004930,22329,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Cemstone Ready Mix Inc,Frederic Pit,1545 Co Rd W,WEST SWEDEN - T,Polk,649008690,22325,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Cemstone Ready Mix Inc,Spooner Pit,W6465 Beaver Brook Avenue,SPOONER - C,Washburn,866001950,22324,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Cemstone Ready Mix Inc,Bohn Pit,"T37N,R17W,S21",WEST SWEDEN - T,Polk,,26086,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Cemstone Ready Mix Inc,Kevin Thompson Pit,"T35N, R13W, Sec 2",CUMBERLAND - T,Barron,,36138,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Cemstone Ready Mix Inc,Palmer Pit,230th Ave,CLEAR LAKE - T,Polk,,22328,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Cemstone Ready Mix Inc,Range Pit,"SW Quart, Sec. 36 T34N R16W",APPLE RIVER - T,Polk,,48639,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Central Wisconsin Stone Center,Central Wisconsin Stone Quarry,163015 County Rd C,GUENTHER - T,Marathon,737226930,42271,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Charles Allen Jr,Charles Allen Jr. Trucking,6428 S. Allen Rd,SUPERIOR - T,Douglas,,53032,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Charles Dedering,Dedering Pit,Rademaker Road,WAGNER - T,Marinette,,68351,A046515 - Nonmetallic Mining Operations - Non-IS,NE,6 - PERMIT COVERAGE GRANTED
Charles Jackson Trucking & Excavating LLC,Jackson Materials #4703410,"534 Klapper Ln, Pickerel",NASHVILLE - T,Forest,,61323,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Charles Massaro,Massaro Gravel Pit,"T41N,R7W,Sec. 2, E/NW",ROUND LAKE - T,Sawyer,,31222,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Charles Matyka,Matyka Pit,NW NE Sec.7 T32N R2E,GREENWOOD - T,Taylor,861058110,58736,A046515 - Nonmetallic Mining Operations - Non-IS,NO,6 - PERMIT COVERAGE GRANTED
Charles Woychik,Aaron Pientak Sand Pit,T22N R9W Sec25 NE SE,LINCOLN - T,Trempealeau,662004640,21563,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Charles and Patricia Janssen,Charles and Patrice Janssen Sand Pit and Pond,7408 Bittersweet Road,RIB MOUNTAIN - T,Marathon,,60559,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
Chester Reichert,Chester Reichert,NE NE Sec. 1 T18N R7W,HOLLAND - T,La Crosse,632015340,18651,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
"Chippewa Concrete Services, Inc",Chippewa Concrete Services Yard I/III,3030 110th Street,LAKE HALLIE - V,Chippewa,609137870,54574,A046515 - Nonmetallic Mining Operations - Non-IS,WC,6 - PERMIT COVERAGE GRANTED
